Week,GameDate,Status,Conference,Team,Opponent,OppStatus,OppConference,Wins,Losses,OppWins,OppLosses
3,9/13/2014,P5,SEC,Georgia,South Carolina,P5,SEC,8,5,11,2
3,9/13/2014,P5,Big Ten,Iowa,Iowa State,P5,Big 12,8,5,3,9
3,9/13/2014,P5,Big Ten,Minnesota,TCU,P5,Big 12,8,5,4,8
3,9/13/2014,P5,SEC,Ole Miss,Louisiana-Lafayette,G5,Sun Belt,8,5,9,4
3,9/13/2014,P5,Big 12,Texas,UCLA,P5,PAC,8,5,10,3
3,9/13/2014,P5,Big 12,Texas Tech,Arkansas,P5,SEC,8,5,3,9
3,9/13/2014,P5,ACC,Virginia Tech,East Carolina,G5,AAC,8,5,10,3
3,9/13/2014,G5,Sun Belt,Louisiana-Lafayette,Ole Miss,P5,SEC,9,4,8,5
3,9/13/2014,G5,Ind.,Navy,Texas State,G5,Sun Belt,9,4,6,6
3,9/13/2014,G5,CUSA,North Texas,Louisiana Tech,G5,CUSA,9,4,4,8
3,9/13/2014,G5,Mountain West,Utah State,Wake Forest,P5,ACC,9,5,4,8
3,9/13/2014,P5,ACC,Miami (FL),Arkansas State,G5,Sun Belt,9,4,8,5
3,9/13/2014,P5,Big Ten,Nebraska,Fresno State,G5,Mountain West,9,4,11,2
3,9/13/2014,P5,ND,Notre Dame,Purdue,P5,Big Ten,9,4,1,11
3,9/13/2014,P5,SEC,Texas A&M,Rice,G5,CUSA,9,4,10,4
3,9/13/2014,P5,SEC,Vanderbilt,Massachusetts,G5,Mid-American,9,4,1,11
3,9/13/2014,P5,PAC,Washington,Illinois,P5,Big Ten,9,4,4,8
3,9/13/2014,G5,Mid-American,Ball State,Indiana State,FCS,FCS,10,3,,
3,9/13/2014,G5,Mid-American,Bowling Green,Indiana,P5,Big Ten,10,4,5,7
3,9/13/2014,G5,AAC,East Carolina,Virginia Tech,P5,ACC,10,3,8,5
3,9/13/2014,G5,CUSA,Marshall,Ohio,G5,Mid-American,10,4,7,6
3,9/13/2014,G5,CUSA,Rice,Texas A&M,P5,SEC,10,4,9,4
3,9/13/2014,P5,PAC,Arizona State,Colorado,P5,PAC,10,4,4,8
3,9/13/2014,P5,ACC,Duke,Kansas,P5,Big 12,10,4,3,9
3,9/13/2014,P5,SEC,LSU,Louisiana-Monroe,G5,Sun Belt,10,3,6,6
3,9/13/2014,P5,Big 12,Oklahoma State,UTSA,G5,CUSA,10,3,7,5
3,9/13/2014,P5,PAC,UCLA,Texas,P5,Big 12,10,3,8,5
3,9/13/2014,P5,PAC,USC,Boston College,P5,ACC,10,4,7,6
3,9/13/2014,G5,Mountain West,Fresno State,Nebraska,P5,Big Ten,11,2,9,4
3,9/13/2014,P5,SEC,Alabama,Southern Miss,G5,CUSA,11,2,1,11
3,9/13/2014,P5,Big 12,Oklahoma,Tennessee,P5,SEC,11,2,5,7
3,9/13/2014,P5,PAC,Oregon,Wyoming,G5,Mountain West,11,2,5,7
3,9/13/2014,P5,SEC,South Carolina,Georgia,P5,SEC,11,2,8,5
3,9/13/2014,P5,PAC,Stanford,Army,G5,Ind.,11,3,3,9
3,9/13/2014,G5,Mid-American,Northern Illinois,UNLV,G5,Mountain West,12,2,7,6
3,9/13/2014,G5,AAC,UCF,Missouri,P5,SEC,12,1,12,2
3,9/13/2014,P5,ACC,Louisville,Virginia,P5,ACC,12,1,2,10
3,9/13/2014,P5,SEC,Missouri,UCF,G5,AAC,12,2,12,1
3,9/13/2014,P5,Big Ten,Ohio State,Kent State,G5,Mid-American,12,2,4,8
4,9/18/2014,P5,Big 12,Kansas State,Auburn,P5,SEC,8,5,12,2
4,9/18/2014,P5,SEC,Auburn,Kansas State,P5,Big 12,12,2,8,5
4,9/19/2014,G5,AAC,South Florida,Connecticut,G5,AAC,2,10,3,9
4,9/19/2014,G5,AAC,Connecticut,South Florida,G5,AAC,3,9,2,10
4,9/20/2014,G5,Sun Belt,Georgia State,Washington,P5,PAC,0,12,9,4
4,9/20/2014,G5,Mid-American,Miami (OH),Cincinnati,G5,AAC,0,12,9,4
4,9/20/2014,G5,CUSA,Florida International,Louisville,P5,ACC,1,11,12,1
4,9/20/2014,G5,Mountain West,Hawaii,Colorado,P5,PAC,1,11,4,8
4,9/20/2014,G5,Sun Belt,Idaho,Ohio,G5,Mid-American,1,11,7,6
4,9/20/2014,G5,Mid-American,Massachusetts,Penn State,P5,Big Ten,1,11,7,5
4,9/20/2014,G5,CUSA,Southern Miss,Appalachian State,G5,Sun Belt,1,11,4,8
4,9/20/2014,G5,Mid-American,Western Michigan,Murray State,FCS,FCS,1,11,,
4,9/20/2014,P5,PAC,California,Arizona,P5,PAC,1,11,8,5
4,9/20/2014,P5,Big Ten,Purdue,Southern Illinois,FCS,FCS,1,11,,
4,9/20/2014,G5,Mid-American,Eastern Michigan,Michigan State,P5,Big Ten,2,10,13,1
4,9/20/2014,G5,Sun Belt,New Mexico State,New Mexico,G5,Mountain West,2,10,3,9
4,9/20/2014,G5,AAC,Temple,Delaware State,FCS,FCS,2,10,,
4,9/20/2014,P5,ACC,Virginia,BYU,G5,Ind.,2,10,8,5
4,9/20/2014,G5,Ind.,Army,Wake Forest,P5,ACC,3,9,4,8
4,9/20/2014,G5,AAC,Memphis,MTSU,G5,CUSA,3,9,8,5
4,9/20/2014,G5,Mountain West,New Mexico,New Mexico State,G5,Sun Belt,3,9,2,10
4,9/20/2014,P5,SEC,Arkansas,Northern Illinois,G5,Mid-American,3,9,12,2
4,9/20/2014,P5,Big 12,Kansas,Central Michigan,G5,Mid-American,3,9,6,6
4,9/20/2014,P5,ACC,North Carolina State,Presbyterian,FCS,FCS,3,9,,
4,9/20/2014,G5,Sun Belt,Appalachian State,Southern Miss,G5,CUSA,4,8,1,11
4,9/20/2014,G5,CUSA,Louisiana Tech,Northwestern State,FCS,FCS,4,8,,
4,9/20/2014,P5,PAC,Colorado,Hawaii,G5,Mountain West,4,8,1,11
4,9/20/2014,P5,SEC,Florida,Alabama,P5,SEC,4,8,11,2
4,9/20/2014,P5,Big Ten,Illinois,Texas State,G5,Sun Belt,4,8,6,6
4,9/20/2014,P5,ACC,Wake Forest,Army,G5,Ind.,4,8,3,9
4,9/20/2014,P5,Big 12,West Virginia,Oklahoma,P5,Big 12,4,8,11,2
4,9/20/2014,G5,Mid-American,Akron,Marshall,G5,CUSA,5,7,10,4
4,9/20/2014,G5,AAC,SMU,Texas A&M,P5,SEC,5,7,9,4
4,9/20/2014,G5,Mountain West,Wyoming,Florida Atlantic,G5,CUSA,5,7,6,6
4,9/20/2014,P5,Big Ten,Indiana,Missouri,P5,SEC,5,7,12,2
4,9/20/2014,P5,Big Ten,Northwestern,Western Illinois,FCS,FCS,5,7,,
4,9/20/2014,P5,PAC,Utah,Michigan,P5,Big Ten,5,7,7,6
4,9/20/2014,G5,Mid-American,Central Michigan,Kansas,P5,Big 12,6,6,3,9
4,9/20/2014,G5,CUSA,Florida Atlantic,Wyoming,G5,Mountain West,6,6,5,7
4,9/20/2014,G5,Mountain West,San Jose State,Minnesota,P5,Big Ten,6,6,8,5
4,9/20/2014,G5,Sun Belt,South Alabama,Georgia Southern,G5,Sun Belt,6,6,7,4
4,9/20/2014,G5,Sun Belt,Texas State,Illinois,P5,Big Ten,6,6,4,8
4,9/20/2014,G5,Sun Belt,Troy,Georgia,P5,SEC,6,6,8,5
4,9/20/2014,P5,Big Ten,Rutgers,Navy,G5,Ind.,6,7,9,4
4,9/20/2014,P5,PAC,Washington State,Oregon,P5,PAC,6,7,11,2
4,9/20/2014,G5,Sun Belt,Georgia Southern,South Alabama,G5,Sun Belt,7,4,6,6
4,9/20/2014,G5,Mid-American,Ohio,Idaho,G5,Sun Belt,7,6,1,11
4,9/20/2014,G5,Mid-American,Toledo,Ball State,G5,Mid-American,7,5,10,3
4,9/20/2014,G5,AAC,Tulane,Duke,P5,ACC,7,6,10,4
4,9/20/2014,P5,ACC,Boston College,Maine,FCS,FCS,7,6,,
4,9/20/2014,P5,ACC,Georgia Tech,Virginia Tech,P5,ACC,7,6,8,5
4,9/20/2014,P5,Big Ten,Maryland,Syracuse,P5,ACC,7,6,7,6
4,9/20/2014,P5,Big Ten,Michigan,Utah,P5,PAC,7,6,5,7
4,9/20/2014,P5,SEC,Mississippi State,LSU,P5,SEC,7,6,10,3
4,9/20/2014,P5,ACC,North Carolina,East Carolina,G5,AAC,7,6,10,3
4,9/20/2014,P5,PAC,Oregon State,San Diego State,G5,Mountain West,7,6,8,5
4,9/20/2014,P5,Big Ten,Penn State,Massachusetts,G5,Mid-American,7,5,1,11
4,9/20/2014,P5,ACC,Pittsburgh,Iowa,P5,Big Ten,7,6,8,5
4,9/20/2014,P5,ACC,Syracuse,Maryland,P5,Big Ten,7,6,7,6
4,9/20/2014,G5,Sun Belt,Arkansas State,Utah State,G5,Mountain West,8,5,9,5
4,9/20/2014,G5,Mountain West,Boise State,Louisiana-Lafayette,G5,Sun Belt,8,5,9,4
4,9/20/2014,G5,Mid-American,Buffalo,Norfolk State,FCS,FCS,8,5,,
4,9/20/2014,G5,Ind.,BYU,Virginia,P5,ACC,8,5,2,10
4,9/20/2014,G5,CUSA,MTSU,Memphis,G5,AAC,8,5,3,9
4,9/20/2014,G5,CUSA,Old Dominion,Rice,G5,CUSA,8,4,10,4
4,9/20/2014,G5,Mountain West,San Diego State,Oregon State,P5,PAC,8,5,7,6
4,9/20/2014,P5,PAC,Arizona,California,P5,PAC,8,5,1,11
4,9/20/2014,P5,SEC,Georgia,Troy,G5,Sun Belt,8,5,6,6
4,9/20/2014,P5,Big Ten,Iowa,Pittsburgh,P5,ACC,8,5,7,6
4,9/20/2014,P5,Big Ten,Minnesota,San Jose State,G5,Mountain West,8,5,6,6
4,9/20/2014,P5,ACC,Virginia Tech,Georgia Tech,P5,ACC,8,5,7,6
4,9/20/2014,G5,AAC,Cincinnati,Miami (OH),G5,Mid-American,9,4,0,12
4,9/20/2014,G5,Sun Belt,Louisiana-Lafayette,Boise State,G5,Mountain West,9,4,8,5
4,9/20/2014,G5,Ind.,Navy,Rutgers,P5,Big Ten,9,4,6,7
4,9/20/2014,G5,CUSA,North Texas,Nicholls State,FCS,FCS,9,4,,
4,9/20/2014,G5,Mountain West,Utah State,Arkansas State,G5,Sun Belt,9,5,8,5
4,9/20/2014,P5,ACC,Miami (FL),Nebraska,P5,Big Ten,9,4,9,4
4,9/20/2014,P5,Big Ten,Nebraska,Miami (FL),P5,ACC,9,4,9,4
4,9/20/2014,P5,SEC,Texas A&M,SMU,G5,AAC,9,4,5,7
4,9/20/2014,P5,SEC,Vanderbilt,South Carolina,P5,SEC,9,4,11,2
4,9/20/2014,P5,PAC,Washington,Georgia State,G5,Sun Belt,9,4,0,12
4,9/20/2014,P5,Big Ten,Wisconsin,Bowling Green,G5,Mid-American,9,4,10,4
4,9/20/2014,G5,Mid-American,Ball State,Toledo,G5,Mid-American,10,3,7,5
4,9/20/2014,G5,Mid-American,Bowling Green,Wisconsin,P5,Big Ten,10,4,9,4
4,9/20/2014,G5,AAC,East Carolina,North Carolina,P5,ACC,10,3,7,6
4,9/20/2014,G5,CUSA,Marshall,Akron,G5,Mid-American,10,4,5,7
4,9/20/2014,G5,CUSA,Rice,Old Dominion,G5,CUSA,10,4,8,4
4,9/20/2014,P5,ACC,Duke,Tulane,G5,AAC,10,4,7,6
4,9/20/2014,P5,SEC,LSU,Mississippi State,P5,SEC,10,3,7,6
4,9/20/2014,G5,Mountain West,Fresno State,Southern Utah,FCS,FCS,11,2,,
4,9/20/2014,P5,SEC,Alabama,Florida,P5,SEC,11,2,4,8
4,9/20/2014,P5,ACC,Clemson,Florida State,P5,ACC,11,2,14,0
4,9/20/2014,P5,Big 12,Oklahoma,West Virginia,P5,Big 12,11,2,4,8
4,9/20/2014,P5,PAC,Oregon,Washington State,P5,PAC,11,2,6,7
4,9/20/2014,P5,SEC,South Carolina,Vanderbilt,P5,SEC,11,2,9,4
4,9/20/2014,G5,Mid-American,Northern Illinois,Arkansas,P5,SEC,12,2,3,9
4,9/20/2014,G5,AAC,UCF,Bethune-Cookman,FCS,FCS,12,1,,
4,9/20/2014,P5,ACC,Louisville,Florida International,G5,CUSA,12,1,1,11
4,9/20/2014,P5,SEC,Missouri,Indiana,P5,Big Ten,12,2,5,7
4,9/20/2014,P5,Big Ten,Michigan State,Eastern Michigan,G5,Mid-American,13,1,2,10
4,9/20/2014,P5,ACC,Florida State,Clemson,P5,ACC,14,0,11,2
5,9/25/2014,G5,Sun Belt,Appalachian State,Georgia Southern,G5,Sun Belt,4,8,7,4
5,9/25/2014,G5,Sun Belt,Georgia Southern,Appalachian State,G5,Sun Belt,7,4,4,8
5,9/25/2014,P5,Big 12,Texas Tech,Oklahoma State,P5,Big 12,8,5,10,3
5,9/25/2014,P5,PAC,Arizona State,UCLA,P5,PAC,10,4,10,3
5,9/25/2014,P5,Big 12,Oklahoma State,Texas Tech,P5,Big 12,10,3,8,5
5,9/25/2014,P5,PAC,UCLA,Arizona State,P5,PAC,10,3,10,4
5,9/26/2014,G5,Mountain West,New Mexico,Fresno State,G5,Mountain West,3,9,11,2
5,9/26/2014,G5,CUSA,MTSU,Old Dominion,G5,CUSA,8,5,8,4
5,9/26/2014,G5,CUSA,Old Dominion,MTSU,G5,CUSA,8,4,8,5
5,9/26/2014,G5,Mountain West,Fresno State,New Mexico,G5,Mountain West,11,2,3,9
5,9/27/2014,G5,Mid-American,Miami (OH),Buffalo,G5,Mid-American,0,12,8,5
5,9/27/2014,G5,CUSA,Florida International,UAB,G5,CUSA,1,11,2,10
5,9/27/2014,G5,Sun Belt,Idaho,South Alabama,G5,Sun Belt,1,11,6,6
5,9/27/2014,G5,Mid-American,Massachusetts,Bowling Green,G5,Mid-American,1,11,10,4
5,9/27/2014,G5,CUSA,Southern Miss,Rice,G5,CUSA,1,11,10,4
5,9/27/2014,G5,Mid-American,Western Michigan,Virginia Tech,P5,ACC,1,11,8,5
5,9/27/2014,P5,PAC,California,Colorado,P5,PAC,1,11,4,8
5,9/27/2014,P5,Big Ten,Purdue,Iowa,P5,Big Ten,1,11,8,5
5,9/27/2014,G5,Mountain West,Air Force,Boise State,G5,Mountain West,2,10,8,5
5,9/27/2014,G5,Sun Belt,New Mexico State,LSU,P5,SEC,2,10,10,3
5,9/27/2014,G5,AAC,South Florida,Wisconsin,P5,Big Ten,2,10,9,4
5,9/27/2014,G5,AAC,Temple,Connecticut,G5,AAC,2,10,3,9
5,9/27/2014,G5,CUSA,UAB,Florida International,G5,CUSA,2,10,1,11
5,9/27/2014,G5,CUSA,UTEP,Kansas State,P5,Big 12,2,10,8,5
5,9/27/2014,P5,SEC,Kentucky,Vanderbilt,P5,SEC,2,10,9,4
5,9/27/2014,P5,ACC,Virginia,Kent State,G5,Mid-American,2,10,4,8
5,9/27/2014,G5,Ind.,Army,Yale,FCS,FCS,3,9,,
5,9/27/2014,G5,AAC,Connecticut,Temple,G5,AAC,3,9,2,10
5,9/27/2014,G5,AAC,Memphis,Ole Miss,P5,SEC,3,9,8,5
5,9/27/2014,G5,AAC,Tulsa,Texas State,G5,Sun Belt,3,9,6,6
5,9/27/2014,P5,SEC,Arkansas,Texas A&M,P5,SEC,3,9,9,4
5,9/27/2014,P5,Big 12,Iowa State,Baylor,P5,Big 12,3,9,11,2
5,9/27/2014,P5,Big 12,Kansas,Texas,P5,Big 12,3,9,8,5
5,9/27/2014,P5,ACC,North Carolina State,Florida State,P5,ACC,3,9,14,0
5,9/27/2014,G5,Mid-American,Kent State,Virginia,P5,ACC,4,8,2,10
5,9/27/2014,G5,CUSA,Louisiana Tech,Auburn,P5,SEC,4,8,12,2
5,9/27/2014,G5,Mountain West,Nevada,San Jose State,G5,Mountain West,4,8,6,6
5,9/27/2014,P5,PAC,Colorado,California,P5,PAC,4,8,1,11
5,9/27/2014,P5,Big Ten,Illinois,Nebraska,P5,Big Ten,4,8,9,4
5,9/27/2014,P5,Big 12,TCU,SMU,G5,AAC,4,8,5,7
5,9/27/2014,P5,ACC,Wake Forest,Louisville,P5,ACC,4,8,12,1
5,9/27/2014,G5,Mid-American,Akron,Pittsburgh,P5,ACC,5,7,7,6
5,9/27/2014,G5,AAC,SMU,TCU,P5,Big 12,5,7,4,8
5,9/27/2014,G5,Mountain West,Wyoming,Michigan State,P5,Big Ten,5,7,13,1
5,9/27/2014,P5,Big Ten,Indiana,Maryland,P5,Big Ten,5,7,7,6
5,9/27/2014,P5,Big Ten,Northwestern,Penn State,P5,Big Ten,5,7,7,5
5,9/27/2014,P5,SEC,Tennessee,Georgia,P5,SEC,5,7,8,5
5,9/27/2014,P5,PAC,Utah,Washington State,P5,PAC,5,7,6,7
5,9/27/2014,G5,Mid-American,Central Michigan,Toledo,G5,Mid-American,6,6,7,5
5,9/27/2014,G5,CUSA,Florida Atlantic,UTSA,G5,CUSA,6,6,7,5
5,9/27/2014,G5,Sun Belt,Louisiana-Monroe,Troy,G5,Sun Belt,6,6,6,6
5,9/27/2014,G5,Mountain West,San Jose State,Nevada,G5,Mountain West,6,6,4,8
5,9/27/2014,G5,Sun Belt,South Alabama,Idaho,G5,Sun Belt,6,6,1,11
5,9/27/2014,G5,Sun Belt,Texas State,Tulsa,G5,AAC,6,6,3,9
5,9/27/2014,G5,Sun Belt,Troy,Louisiana-Monroe,G5,Sun Belt,6,6,6,6
5,9/27/2014,P5,Big Ten,Rutgers,Tulane,G5,AAC,6,7,7,6
5,9/27/2014,P5,PAC,Washington State,Utah,P5,PAC,6,7,5,7
5,9/27/2014,G5,Mid-American,Ohio,Eastern Illinois,FCS,FCS,7,6,,
5,9/27/2014,G5,Mid-American,Toledo,Central Michigan,G5,Mid-American,7,5,6,6
5,9/27/2014,G5,AAC,Tulane,Rutgers,P5,Big Ten,7,6,6,7
5,9/27/2014,G5,Mountain West,UNLV,San Diego State,G5,Mountain West,7,6,8,5
5,9/27/2014,G5,CUSA,UTSA,Florida Atlantic,G5,CUSA,7,5,6,6
5,9/27/2014,P5,ACC,Boston College,Colorado State,G5,Mountain West,7,6,8,6
5,9/27/2014,P5,Big Ten,Maryland,Indiana,P5,Big Ten,7,6,5,7
5,9/27/2014,P5,Big Ten,Michigan,Minnesota,P5,Big Ten,7,6,8,5
5,9/27/2014,P5,ACC,North Carolina,Clemson,P5,ACC,7,6,11,2
5,9/27/2014,P5,PAC,Oregon State,USC,P5,PAC,7,6,10,4
5,9/27/2014,P5,Big Ten,Penn State,Northwestern,P5,Big Ten,7,5,5,7
5,9/27/2014,P5,ACC,Pittsburgh,Akron,G5,Mid-American,7,6,5,7
5,9/27/2014,P5,ACC,Syracuse,Notre Dame,P5,ND,7,6,9,4
5,9/27/2014,G5,Mountain West,Boise State,Air Force,G5,Mountain West,8,5,2,10
5,9/27/2014,G5,Mid-American,Buffalo,Miami (OH),G5,Mid-American,8,5,0,12
5,9/27/2014,G5,Mountain West,Colorado State,Boston College,P5,ACC,8,6,7,6
5,9/27/2014,G5,AAC,Houston,Tennessee Tech,FCS,FCS,8,5,,
5,9/27/2014,G5,Mountain West,San Diego State,UNLV,G5,Mountain West,8,5,7,6
5,9/27/2014,G5,CUSA,Western Kentucky,Navy,G5,Ind.,8,4,9,4
5,9/27/2014,P5,SEC,Georgia,Tennessee,P5,SEC,8,5,5,7
5,9/27/2014,P5,Big Ten,Iowa,Purdue,P5,Big Ten,8,5,1,11
5,9/27/2014,P5,Big 12,Kansas State,UTEP,G5,CUSA,8,5,2,10
5,9/27/2014,P5,Big Ten,Minnesota,Michigan,P5,Big Ten,8,5,7,6
5,9/27/2014,P5,SEC,Ole Miss,Memphis,G5,AAC,8,5,3,9
5,9/27/2014,P5,Big 12,Texas,Kansas,P5,Big 12,8,5,3,9
5,9/27/2014,P5,ACC,Virginia Tech,Western Michigan,G5,Mid-American,8,5,1,11
5,9/27/2014,G5,AAC,Cincinnati,Ohio State,P5,Big Ten,9,4,12,2
5,9/27/2014,G5,Ind.,Navy,Western Kentucky,G5,CUSA,9,4,8,4
5,9/27/2014,P5,ACC,Miami (FL),Duke,P5,ACC,9,4,10,4
5,9/27/2014,P5,Big Ten,Nebraska,Illinois,P5,Big Ten,9,4,4,8
5,9/27/2014,P5,ND,Notre Dame,Syracuse,P5,ACC,9,4,7,6
5,9/27/2014,P5,SEC,Texas A&M,Arkansas,P5,SEC,9,4,3,9
5,9/27/2014,P5,SEC,Vanderbilt,Kentucky,P5,SEC,9,4,2,10
5,9/27/2014,P5,PAC,Washington,Stanford,P5,PAC,9,4,11,3
5,9/27/2014,P5,Big Ten,Wisconsin,South Florida,G5,AAC,9,4,2,10
5,9/27/2014,G5,Mid-American,Bowling Green,Massachusetts,G5,Mid-American,10,4,1,11
5,9/27/2014,G5,CUSA,Rice,Southern Miss,G5,CUSA,10,4,1,11
5,9/27/2014,P5,ACC,Duke,Miami (FL),P5,ACC,10,4,9,4
5,9/27/2014,P5,SEC,LSU,New Mexico State,G5,Sun Belt,10,3,2,10
5,9/27/2014,P5,PAC,USC,Oregon State,P5,PAC,10,4,7,6
5,9/27/2014,P5,Big 12,Baylor,Iowa State,P5,Big 12,11,2,3,9
5,9/27/2014,P5,ACC,Clemson,North Carolina,P5,ACC,11,2,7,6
5,9/27/2014,P5,SEC,South Carolina,Missouri,P5,SEC,11,2,12,2
5,9/27/2014,P5,PAC,Stanford,Washington,P5,PAC,11,3,9,4
5,9/27/2014,P5,SEC,Auburn,Louisiana Tech,G5,CUSA,12,2,4,8
5,9/27/2014,P5,ACC,Louisville,Wake Forest,P5,ACC,12,1,4,8
5,9/27/2014,P5,SEC,Missouri,South Carolina,P5,SEC,12,2,11,2
5,9/27/2014,P5,Big Ten,Ohio State,Cincinnati,G5,AAC,12,2,9,4
5,9/27/2014,P5,Big Ten,Michigan State,Wyoming,G5,Mountain West,13,1,5,7
5,9/27/2014,P5,ACC,Florida State,North Carolina State,P5,ACC,14,0,3,9
6,10/2/2014,G5,AAC,Houston,UCF,G5,AAC,8,5,12,1
6,10/2/2014,P5,PAC,Arizona,Oregon,P5,PAC,8,5,11,2
6,10/2/2014,P5,PAC,Oregon,Arizona,P5,PAC,11,2,8,5
6,10/2/2014,G5,AAC,UCF,Houston,G5,AAC,12,1,8,5
6,10/3/2014,P5,ACC,Syracuse,Louisville,P5,ACC,7,6,12,1
6,10/3/2014,G5,Ind.,BYU,Utah State,G5,Mountain West,8,5,9,5
6,10/3/2014,G5,Mountain West,San Diego State,Fresno State,G5,Mountain West,8,5,11,2
6,10/3/2014,G5,Mountain West,Utah State,BYU,G5,Ind.,9,5,8,5
6,10/3/2014,G5,Mountain West,Fresno State,San Diego State,G5,Mountain West,11,2,8,5
6,10/3/2014,P5,ACC,Louisville,Syracuse,P5,ACC,12,1,7,6
6,10/4/2014,G5,Sun Belt,Georgia State,Louisiana-Lafayette,G5,Sun Belt,0,12,9,4
6,10/4/2014,G5,Mid-American,Miami (OH),Massachusetts,G5,Mid-American,0,12,1,11
6,10/4/2014,G5,CUSA,Florida International,Florida Atlantic,G5,CUSA,1,11,6,6
6,10/4/2014,G5,Mountain West,Hawaii,Rice,G5,CUSA,1,11,10,4
6,10/4/2014,G5,Sun Belt,Idaho,Texas State,G5,Sun Belt,1,11,6,6
6,10/4/2014,G5,Mid-American,Massachusetts,Miami (OH),G5,Mid-American,1,11,0,12
6,10/4/2014,G5,CUSA,Southern Miss,MTSU,G5,CUSA,1,11,8,5
6,10/4/2014,G5,Mid-American,Western Michigan,Toledo,G5,Mid-American,1,11,7,5
6,10/4/2014,P5,PAC,California,Washington State,P5,PAC,1,11,6,7
6,10/4/2014,P5,Big Ten,Purdue,Illinois,P5,Big Ten,1,11,4,8
6,10/4/2014,G5,Mountain West,Air Force,Navy,G5,Ind.,2,10,9,4
6,10/4/2014,G5,Mid-American,Eastern Michigan,Akron,G5,Mid-American,2,10,5,7
6,10/4/2014,G5,Sun Belt,New Mexico State,Georgia Southern,G5,Sun Belt,2,10,7,4
6,10/4/2014,G5,CUSA,UAB,Western Kentucky,G5,CUSA,2,10,8,4
6,10/4/2014,G5,CUSA,UTEP,Louisiana Tech,G5,CUSA,2,10,4,8
6,10/4/2014,P5,SEC,Kentucky,South Carolina,P5,SEC,2,10,11,2
6,10/4/2014,P5,ACC,Virginia,Pittsburgh,P5,ACC,2,10,7,6
6,10/4/2014,G5,Ind.,Army,Ball State,G5,Mid-American,3,9,10,3
6,10/4/2014,G5,AAC,Memphis,Cincinnati,G5,AAC,3,9,9,4
6,10/4/2014,G5,Mountain West,New Mexico,UTSA,G5,CUSA,3,9,7,5
6,10/4/2014,G5,AAC,Tulsa,Colorado State,G5,Mountain West,3,9,8,6
6,10/4/2014,P5,Big 12,Iowa State,Oklahoma State,P5,Big 12,3,9,10,3
6,10/4/2014,P5,Big 12,Kansas,West Virginia,P5,Big 12,3,9,4,8
6,10/4/2014,P5,ACC,North Carolina State,Clemson,P5,ACC,3,9,11,2
6,10/4/2014,G5,Sun Belt,Appalachian State,South Alabama,G5,Sun Belt,4,8,6,6
6,10/4/2014,G5,Mid-American,Kent State,Northern Illinois,G5,Mid-American,4,8,12,2
6,10/4/2014,G5,CUSA,Louisiana Tech,UTEP,G5,CUSA,4,8,2,10
6,10/4/2014,G5,Mountain West,Nevada,Boise State,G5,Mountain West,4,8,8,5
6,10/4/2014,P5,PAC,Colorado,Oregon State,P5,PAC,4,8,7,6
6,10/4/2014,P5,SEC,Florida,Tennessee,P5,SEC,4,8,5,7
6,10/4/2014,P5,Big Ten,Illinois,Purdue,P5,Big Ten,4,8,1,11
6,10/4/2014,P5,Big 12,TCU,Oklahoma,P5,Big 12,4,8,11,2
6,10/4/2014,P5,ACC,Wake Forest,Florida State,P5,ACC,4,8,14,0
6,10/4/2014,P5,Big 12,West Virginia,Kansas,P5,Big 12,4,8,3,9
6,10/4/2014,G5,Mid-American,Akron,Eastern Michigan,G5,Mid-American,5,7,2,10
6,10/4/2014,G5,AAC,SMU,East Carolina,G5,AAC,5,7,10,3
6,10/4/2014,P5,Big Ten,Indiana,North Texas,G5,CUSA,5,7,9,4
6,10/4/2014,P5,Big Ten,Northwestern,Wisconsin,P5,Big Ten,5,7,9,4
6,10/4/2014,P5,SEC,Tennessee,Florida,P5,SEC,5,7,4,8
6,10/4/2014,P5,PAC,Utah,UCLA,P5,PAC,5,7,10,3
6,10/4/2014,G5,Mid-American,Central Michigan,Ohio,G5,Mid-American,6,6,7,6
6,10/4/2014,G5,CUSA,Florida Atlantic,Florida International,G5,CUSA,6,6,1,11
6,10/4/2014,G5,Sun Belt,Louisiana-Monroe,Arkansas State,G5,Sun Belt,6,6,8,5
6,10/4/2014,G5,Mountain West,San Jose State,UNLV,G5,Mountain West,6,6,7,6
6,10/4/2014,G5,Sun Belt,South Alabama,Appalachian State,G5,Sun Belt,6,6,4,8
6,10/4/2014,G5,Sun Belt,Texas State,Idaho,G5,Sun Belt,6,6,1,11
6,10/4/2014,P5,Big Ten,Rutgers,Michigan,P5,Big Ten,6,7,7,6
6,10/4/2014,P5,PAC,Washington State,California,P5,PAC,6,7,1,11
6,10/4/2014,G5,Sun Belt,Georgia Southern,New Mexico State,G5,Sun Belt,7,4,2,10
6,10/4/2014,G5,Mid-American,Ohio,Central Michigan,G5,Mid-American,7,6,6,6
6,10/4/2014,G5,Mid-American,Toledo,Western Michigan,G5,Mid-American,7,5,1,11
6,10/4/2014,G5,Mountain West,UNLV,San Jose State,G5,Mountain West,7,6,6,6
6,10/4/2014,G5,CUSA,UTSA,New Mexico,G5,Mountain West,7,5,3,9
6,10/4/2014,P5,ACC,Georgia Tech,Miami (FL),P5,ACC,7,6,9,4
6,10/4/2014,P5,Big Ten,Maryland,Ohio State,P5,Big Ten,7,6,12,2
